,investment,company,sector,horizon,amount,Volatility_Buy,Volatility_sell,Sharpe Ratio,expected_return (yearly),PE_ratio,ESG_ranking
2920,1,7,1,6,5000,0.2070996412682425,0.20638300293106285,0.2070996412682425,0.0006720397724630209,0.0,30.6
2922,1,7,1,2,100,0.2519764638314471,0.2517876461303493,0.2519764638314471,0.00022401325748767364,3.98,30.6
2923,0,18,3,1,3000,0.14815492400272015,0.14815492400272015,0.14815492400272015,0.00017647985151144003,19.16,25.1
2924,0,2,0,180,5000,0.28241807323138,0.27040350950099235,0.28241807323138,0.10762393291601056,36.29,14.7
2926,1,0,0,660,25000,0.31786529529410623,0.24543271246745432,0.31786529529410623,0.44439179141145235,10.67,16.5
2928,1,14,2,270,25000,0.18072872502938042,0.21014662377342735,0.18072872502938042,0.08441863087736742,16.91,14.8
2929,0,24,4,70,3000,0.23129180368544472,0.23026294485143764,0.23129180368544472,-0.027027937772031257,0.0,30.0
2930,1,7,1,7,400,0.2570187642989592,0.2584760728227144,0.2570187642989592,0.0007840464012068578,5.08,30.6
2931,1,24,4,120,20000,0.2930613115464903,0.266126812607957,0.2930613115464903,-0.04633360760919644,7.35,30.0
2932,1,9,1,6,300,0.4103372968949911,0.4159974832074509,0.4103372968949911,0.00847786731669019,0.0,31.1
2933,0,15,2,80,10000,0.21880261177796304,0.2234553586633098,0.21880261177796304,0.0015023727614597564,9.99,12.9
2934,0,17,2,210,4000,0.4379304435810629,0.49954401158634265,0.4379304435810629,0.15091143624194664,12.51,12.0
2935,1,12,2,7,500,0.2290116760882692,0.22912609544802606,0.2290116760882692,0.0018609111372064118,48.88,27.3
2936,0,11,1,360,10000,0.2569171488189669,0.2972481155395413,0.2569171488189669,0.04395829717034739,13.32,16.3
2937,1,18,3,6,400,0.14840899802738805,0.14816992951209396,0.14840899802738805,0.00105887910906864,23.9,25.1
2938,0,13,2,5,1500,0.23863623478748403,0.23736499863080363,0.23863623478748403,0.00011891971496682742,12.68,14.5
2939,1,13,2,270,400,0.4279016929672838,0.43009736205990484,0.4279016929672838,0.006421664608208681,4.33,14.5
2940,0,17,2,330,15000,0.5073073452465533,0.4922171289543237,0.5073073452465533,0.23714654266591614,0.0,12.0
2942,1,1,0,360,1500,0.32902801513913904,0.1924638279867499,0.32902801513913904,0.32428378220684706,178.01,27.4
2943,0,12,2,5,300,0.21485158153973014,0.2149093803032339,0.21485158153973014,0.0013292222408617226,12.95,27.3
2944,1,16,2,80,20000,0.14322921859410284,0.13792500639548558,0.14322921859410284,0.03669495564198847,21.94,22.3
2946,1,17,2,15,400,0.4870632946225759,0.47916945051385634,0.4870632946225759,0.010779388302996188,9.82,12.0
2947,0,14,2,60,4000,0.2226386072103074,0.22009656391019694,0.2226386072103074,0.018759695750526096,11.56,14.8
2948,0,27,4,4,1500,0.174691616159941,0.17429243268217282,0.174691616159941,0.001666429786924793,9.31,27.9
2949,1,18,3,120,2000,0.11141800536057297,0.09428480253834189,0.11141800536057297,0.021177582181372803,41.65,25.1
2950,1,1,0,90,300,0.3424888948840597,0.3311911192030789,0.3424888948840597,0.08107094555171176,244.3,27.4
2951,1,9,1,80,25000,0.4585426696487796,0.4180355417439182,0.4585426696487796,0.11303823088920253,0.0,31.1
2952,1,26,4,30,50,0.22547274983846727,0.22209346381056638,0.22547274983846727,0.01554264446129983,13.76,26.3
2953,0,22,4,4,100,0.23861925367325199,0.23898080334381855,0.23861925367325199,0.001613500049543137,11.33,19.8
2954,1,16,2,150,4000,0.15001190366240927,0.14369515639208344,0.15001190366240927,0.06880304182872839,21.94,22.3
2955,0,13,2,180,3000,0.4012748986883724,0.3993738925863359,0.4012748986883724,0.004281109738805787,11.15,14.5
2956,0,22,4,270,4000,0.21551733591516378,0.24424983270353914,0.21551733591516378,0.10891125334416175,12.27,19.8
2957,0,4,0,660,50,0.2642946447226175,0.3986503912640123,0.2642946447226175,0.5453927677476498,30.08,31.6
2958,1,18,3,420,300,0.1389742911527012,0.12405104532478983,0.1389742911527012,0.07412153763480481,26.24,25.1
2959,1,16,2,4,3000,0.15833253819430929,0.15858104903038925,0.15833253819430929,0.0018347477820994237,23.14,22.3
2960,1,18,3,90,15000,0.1445462211166725,0.1305422392500221,0.1445462211166725,0.0158831866360296,16.62,25.1
2961,1,7,1,270,50000,0.24938054973067092,0.24452053725993195,0.24938054973067092,0.03024178976083594,14.67,30.6
2962,1,18,3,100,10000,0.11134331113188778,0.09625233461069849,0.11134331113188778,0.017647985151144,41.65,25.1
2964,1,25,4,80,4000,0.32901557696546907,0.2573653337030401,0.32901557696546907,-0.008656816447017447,14.13,24.8
2965,1,13,2,70,10000,0.22714309910350988,0.23007151009361687,0.22714309910350988,0.001664876009535584,9.32,14.5
2966,0,23,4,180,20000,0.0,0.0,0.0,0.0056661289591007895,0.0,26.9
2967,0,0,0,1,2000,0.2517284335317824,0.2517284335317824,0.2517284335317824,0.0006733208960779582,12.88,16.5
2968,1,24,4,50,15000,0.4884809211893295,0.47898758784753565,0.4884809211893295,-0.019305669837165182,0.0,30.0
2969,0,14,2,2,10000,0.2576194562747114,0.258337116448681,0.2576194562747114,0.0006253231916842032,12.04,14.8
2970,1,8,1,5,5000,0.14072042891101916,0.14177692800379635,0.14072042891101916,-0.0001256241072328285,8.45,28.5
2972,0,24,4,660,15000,0.3127471812299286,0.4095046260712417,0.3127471812299286,-0.2548348418505804,0.0,30.0
2973,0,10,1,10,10000,0.19147993828822185,0.19151177009593578,0.19147993828822185,-0.0029020913894767116,0.0,30.3
2974,1,3,0,480,400,0.19393535153656244,0.2221278740730585,0.19393535153656244,0.25167574610397503,27.73,22.8
2975,0,11,1,300,100,0.2114832767597872,0.27557560757957444,0.2114832767597872,0.03663191430862282,13.65,16.3
2976,1,11,1,480,50,0.389522081542393,0.21239623613789807,0.389522081542393,0.058611062893796514,10.39,16.3
2977,1,16,2,360,200,0.15889132151745125,0.19672329139570596,0.15889132151745125,0.16512730038894813,24.18,22.3
2978,1,2,0,270,20000,0.1905072550733707,0.2699691813201411,0.1905072550733707,0.16143589937401587,16.7,14.7
2979,1,21,3,330,20000,0.0,0.3115790650025968,0.0,-0.055829123577967626,0.0,20.5
2981,0,11,1,100,50,0.2980095964538528,0.30482970041049523,0.2980095964538528,0.012210638102874274,12.52,16.3
2982,0,10,1,330,15000,0.18808435835550197,0.14474114506267252,0.18808435835550197,-0.09576901585273148,0.0,30.3
2983,1,3,0,660,2000,0.22846070987031658,0.22394753763750067,0.22846070987031658,0.34605415089296565,26.82,22.8
2984,1,22,4,150,25000,0.17458900261841617,0.18358220391019003,0.17458900261841617,0.06050625185786764,16.37,19.8
2985,1,27,4,330,25000,0.25548668929326784,0.17439255220823016,0.25548668929326784,0.13748045742129542,10.12,27.9
2986,1,3,0,210,50,0.21449364584848646,0.28105455210848374,0.21449364584848646,0.11010813892048907,25.92,22.8
2987,1,5,0,420,50,0.4420234940708909,0.4177461081854257,0.4420234940708909,0.5674224810892264,36.79,12.9
2988,0,13,2,40,300,0.31896052247825457,0.3617755658838835,0.31896052247825457,0.0009513577197346193,9.78,14.5
2989,0,25,4,70,2000,0.18524868970408437,0.19683542189748254,0.18524868970408437,-0.007574714391140266,36.5,24.8
2990,1,4,0,300,200,0.2576391326948828,0.29041131928486025,0.2576391326948828,0.24790580352165897,90.64,31.6
2991,0,17,2,15,100,0.43886121045000676,0.5460451454384985,0.43886121045000676,0.010779388302996188,12.51,12.0
2992,1,0,0,7,5000,0.2748085636054692,0.27704821726803547,0.2748085636054692,0.004713246272545707,10.35,16.5
2993,1,6,1,360,50000,0.270167435417439,0.19819461212973752,0.270167435417439,-0.011812848146937798,5.36,29.7
2994,1,12,2,420,50000,0.2299431898246822,0.178455317534029,0.2299431898246822,0.1116546682323847,48.88,27.3
2995,1,5,0,15,4000,0.4039784927023778,0.4049198438754564,0.4039784927023778,0.020265088610329513,50.62,12.9
2997,1,1,0,4,200,0.18954195722428333,0.1895211962957181,0.18954195722428333,0.0036031531356316344,245.69,27.4
2998,1,15,2,6,3000,0.3954597806406498,0.39539363527357524,0.3954597806406498,0.00011267795710948172,11.38,12.9
2999,1,15,2,20,50,0.43777138705147933,0.431587105702186,0.43777138705147933,0.0003755931903649391,9.12,12.9
3000,0,11,1,360,5000,0.22446021325768958,0.27007408063090554,0.22446021325768958,0.04395829717034739,14.11,16.3
3001,1,3,0,15,500,0.22995351112556436,0.23086345885967371,0.22995351112556436,0.00786486706574922,0.0,22.8
3003,1,17,2,2,500,0.3531429676837025,0.3531212091854355,0.3531429676837025,0.001437251773732825,12.58,12.0
3004,1,20,3,4,10000,0.10877962363459912,0.10913700196077755,0.10877962363459912,0.0008465974431496651,22.52,25.1
3005,0,6,1,120,2000,0.2101076362157286,0.2178244165541763,0.2101076362157286,-0.003937616048979266,5.06,29.7
3006,1,13,2,3,50000,0.22608648495379374,0.22528901180303004,0.22608648495379374,7.135182898009644e-05,9.32,14.5
3007,1,7,1,90,50,0.25148604152167797,0.23116247444272287,0.25148604152167797,0.010080596586945314,4.83,30.6
3008,0,9,1,180,200,0.3573707947654764,0.41604219442197093,0.3573707947654764,0.2543360195007057,0.0,31.1
3009,0,26,4,720,10000,0.22401029261388034,0.5555697263602366,0.22401029261388034,0.37302346707119594,13.76,26.3
3010,0,13,2,5,50000,0.44351352502569985,0.4438568100374069,0.44351352502569985,0.00011891971496682742,6.84,14.5
3011,0,12,2,360,50,0.15187374662818337,0.2129441205058735,0.15187374662818337,0.09570400134204403,13.71,27.3
3012,0,21,3,5,400,0.2911130163330037,0.28369806462542607,0.2911130163330037,-0.0008458958117873882,0.0,20.5
3013,1,20,3,30,100,0.15491640772115411,0.1795893690220272,0.15491640772115411,0.006349480823622488,20.5,25.1
3014,0,1,0,20,2000,0.2838889337628619,0.2836244896824331,0.2838889337628619,0.01801576567815817,533.91,27.4
3015,1,27,4,300,50000,0.19491100503716305,0.1731689786118311,0.19491100503716305,0.12498223401935947,12.09,27.9
3016,1,23,4,90,500,0.32899667897293217,0.27557985247421624,0.32899667897293217,0.0028330644795503948,6.09,26.9
3017,0,17,2,1,100,0.49615633971507045,0.4954278193713026,0.49615633971507045,0.0007186258868664125,0.0,12.0
3018,0,1,0,90,15000,0.33233612246095323,0.3285080802437775,0.33233612246095323,0.08107094555171176,0.0,27.4
3019,0,5,0,1,400,0.36453235125373123,0.3650696760077071,0.36453235125373123,0.001351005907355301,26.56,12.9
3021,0,15,2,5,15000,0.3465387353487863,0.34617850820545504,0.3465387353487863,9.389829759123478e-05,10.64,12.9
3023,1,23,4,600,200,0.32899667897293217,0.29182987801086446,0.32899667897293217,0.018887096530335965,6.09,26.9
3024,0,3,0,300,20000,0.21495470352208604,0.2134599375670235,0.21495470352208604,0.15729734131498438,0.0,22.8
3025,1,16,2,660,2000,0.1605512134325665,0.21861504859309602,0.1605512134325665,0.3027333840464049,29.5,22.3
3026,1,16,2,270,3000,0.18129695009137645,0.2121612372868362,0.18129695009137645,0.12384547529171108,31.36,22.3
3027,1,6,1,720,50000,0.2011153395773425,0.30355665577493235,0.2011153395773425,-0.023625696293875596,9.88,29.7
3028,0,20,3,1,1000,0.13625821474496638,0.1363185534406567,0.13625821474496638,0.00021164936078741628,19.47,25.1
3029,0,9,1,30,500,0.3839943400213697,0.3919324035846323,0.3839943400213697,0.042389336583450954,0.0,31.1
3030,0,6,1,660,20000,0.21069528948725214,0.237579198707843,0.21069528948725214,-0.021656888269385964,12.17,29.7
3031,0,13,2,180,1500,0.21672920428688286,0.24668034487488655,0.21672920428688286,0.004281109738805787,11.07,14.5
3032,0,26,4,80,4000,0.20740327391048377,0.22872246297954937,0.20740327391048377,0.04144705189679954,17.8,26.3
3033,1,1,0,120,5000,0.32434753362110536,0.3300934603295251,0.32434753362110536,0.10809459406894903,0.0,27.4
3035,0,18,3,4,300,0.15426932297064086,0.15498682512211726,0.15426932297064086,0.0007059194060457601,21.66,25.1
3036,1,5,0,90,100,0.3421547251137691,0.35658610185807854,0.3421547251137691,0.12159053166197709,26.56,12.9
3037,1,20,3,40,15000,0.11018152875710013,0.10888911162594939,0.11018152875710013,0.00846597443149665,14.54,25.1
3038,1,13,2,50,3000,0.293796389242909,0.3081090871208592,0.293796389242909,0.0011891971496682742,10.04,14.5
3039,1,25,4,90,50000,0.3467638347895656,0.36658348876547736,0.3467638347895656,-0.009738918502894628,13.36,24.8
3040,1,19,3,660,50,0.11956970655126253,0.13934610630766273,0.11956970655126253,0.14357898197826247,29.62,17.6
3043,1,9,1,50,50000,0.3741217036408264,0.3899518153455993,0.3741217036408264,0.07064889430575158,0.0,31.1
3044,0,24,4,420,4000,0.26047854996094233,0.3929319361074103,0.26047854996094233,-0.16216762663218753,14.53,30.0
3046,1,27,4,150,50,0.17629125370995216,0.19233257889859623,0.17629125370995216,0.062491117009679735,9.31,27.9
3047,1,2,0,4,10000,0.27754492965935795,0.2770832096032572,0.27754492965935795,0.002391642953689124,23.18,14.7
3048,0,4,0,6,20000,0.3480033272736463,0.34528925403995164,0.3480033272736463,0.0049581160704331795,70.93,31.6
3049,0,17,2,180,1500,0.3674502178181027,0.2983294539952818,0.3674502178181027,0.12935265963595424,20.88,12.0
3050,1,4,0,100,15000,0.20548161340270304,0.174913632645077,0.20548161340270304,0.082635267840553,35.29,31.6
3051,0,14,2,20,15000,0.2000421797402287,0.2054297287018745,0.2000421797402287,0.006253231916842032,0.0,14.8
3052,0,20,3,10,100,0.16267606518108269,0.16344544586752444,0.16267606518108269,0.0021164936078741626,23.08,25.1
3053,1,15,2,70,50,0.346861216764104,0.3519667925525049,0.346861216764104,0.0013145761662772869,11.12,12.9
3055,0,4,0,180,2000,0.1818526507953162,0.22634659370959562,0.1818526507953162,0.1487434821129954,33.11,31.6
3059,1,25,4,90,50000,0.0,0.0,0.0,-0.009738918502894628,0.0,24.8
3060,0,1,0,6,25000,0.26532072772674054,0.26557992147284576,0.26532072772674054,0.005404729703447451,182.28,27.4
3061,1,15,2,3,300,0.39192934136302937,0.33233048886569616,0.39192934136302937,5.633897855474086e-05,11.12,12.9
3062,0,6,1,6,1500,0.2377688475675327,0.24109134616690986,0.2377688475675327,-0.0001968808024489633,10.36,29.7
3063,1,11,1,50,3000,0.23203323862676076,0.2301135736351958,0.23203323862676076,0.006105319051437137,14.11,16.3
3065,1,2,0,80,50000,0.2543042476463349,0.21603935593951343,0.2543042476463349,0.04783285907378248,13.42,14.7
3066,0,12,2,330,3000,0.16032351210799717,0.2184346319650619,0.16032351210799717,0.0877286678968737,13.71,27.3
3067,0,12,2,240,25000,0.14042031994951687,0.1851730300521048,0.14042031994951687,0.06380266756136269,14.61,27.3
3069,1,9,1,660,500,0.37119044859235845,0.3346875031569609,0.37119044859235845,0.9325654048359209,0.0,31.1
3070,1,19,3,70,100,0.12891268252426916,0.12813843731311275,0.12891268252426916,0.015228073846179352,16.68,17.6
3071,1,23,4,720,1500,0.26006101248053465,0.24751034848982353,0.26006101248053465,0.022664515836403158,4.16,26.9
3072,1,11,1,330,2000,0.3265583914267726,0.3384443512735569,0.3265583914267726,0.0402951057394851,12.02,16.3
3073,1,9,1,150,100,0.4157381357472476,0.3371263228918972,0.4157381357472476,0.21194668291725474,0.0,31.1
3074,1,12,2,180,1500,0.21397773557406793,0.23461827495730786,0.21397773557406793,0.047852000671022014,12.95,27.3
3075,0,19,3,60,1000,0.1535238326378517,0.15667685451216315,0.1535238326378517,0.013052634725296587,23.98,17.6
3076,1,5,0,60,4000,0.3570778080660683,0.3746505811583914,0.3570778080660683,0.08106035444131805,29.85,12.9
3079,1,2,0,10,2000,0.19960823529040359,0.19066945790510653,0.19960823529040359,0.00597910738422281,13.96,14.7
3081,0,24,4,540,1000,0.4800549131953727,0.31478871800106534,0.4800549131953727,-0.20850123424138398,0.0,30.0
3083,0,13,2,120,4000,0.31252019949520177,0.3572813305067815,0.31252019949520177,0.002854073159203858,9.33,14.5
3084,0,8,1,30,50000,0.2048163940094287,0.193282918547376,0.2048163940094287,-0.0007537446433969711,8.49,28.5
3085,0,8,1,660,5000,0.20923393322284026,0.2214830989728543,0.20923393322284026,-0.016582382154733365,10.6,28.5
3086,0,7,1,120,2000,0.246256896460598,0.24454160558925556,0.246256896460598,0.013440795449260419,9.07,30.6
3087,1,16,2,5,25000,0.17585436812966923,0.17696851115166856,0.17585436812966923,0.0022934347276242794,24.35,22.3
3088,0,15,2,15,400,0.21896705695683585,0.22325266257359772,0.21896705695683585,0.00028169489277370433,10.47,12.9
3089,1,0,0,15,5000,0.21324753929076803,0.21726830295108193,0.21324753929076803,0.010099813441169373,14.06,16.5
3090,1,20,3,7,5000,0.1659412305941544,0.16618086054447567,0.1659412305941544,0.001481545525511914,20.08,25.1
3091,0,10,1,240,25000,0.15963415712592982,0.16144077536119428,0.15963415712592982,-0.06965019334744108,0.0,30.3
3092,1,9,1,660,20000,0.4164049385920893,0.3541114327880919,0.4164049385920893,0.9325654048359209,0.0,31.1
3093,1,26,4,600,4000,0.24007129301512697,0.21403164410627437,0.24007129301512697,0.3108528892259966,13.71,26.3
3094,0,6,1,210,500,0.21619615315372465,0.2823119443605282,0.21619615315372465,-0.0068908280857137155,5.85,29.7
3095,1,27,4,660,2000,0.15651214119680962,0.2049204466859782,0.15651214119680962,0.27496091484259083,15.42,27.9
3096,0,12,2,4,50000,0.18495251403265012,0.20935993077618212,0.18495251403265012,0.0010633777926893782,10.84,27.3
3097,1,17,2,6,3000,0.5081411110160109,0.5094364241723094,0.5081411110160109,0.0043117553211984745,6.87,12.0
3098,1,8,1,210,50000,0.14128904190492145,0.16353676895321687,0.14128904190492145,-0.005276212503778798,8.45,28.5
3099,1,20,3,300,400,0.14651445118938064,0.1636881471521355,0.14651445118938064,0.06349480823622489,27.12,25.1
3100,1,4,0,360,10000,0.3971025038889812,0.23850003586096438,0.3971025038889812,0.2974869642259908,73.14,31.6
3101,1,14,2,180,1000,0.2405065582634395,0.22805539159754437,0.2405065582634395,0.056279087251578284,12.62,14.8
3102,0,6,1,720,50000,0.2661711731020052,0.22846635410765903,0.2661711731020052,-0.023625696293875596,5.36,29.7
3103,0,9,1,7,1000,0.394097990515613,0.39294729790903893,0.394097990515613,0.009890845202805223,0.0,31.1
3104,0,6,1,20,50,0.2357229580735033,0.22370500018694345,0.2357229580735033,-0.0006562693414965443,9.88,29.7
3106,1,17,2,360,500,0.507044552443363,0.3393439584094896,0.507044552443363,0.2587053192719085,6.87,12.0
3107,0,10,1,80,1500,0.12501007109359338,0.12708215164983414,0.12501007109359338,-0.023216731115813693,0.0,30.3
3108,1,4,0,10,4000,0.26505321231660806,0.26413719298148247,0.26505321231660806,0.0082635267840553,30.08,31.6
3109,0,6,1,20,15000,0.24642458374857004,0.24651845373050854,0.24642458374857004,-0.0006562693414965443,5.23,29.7
3110,0,25,4,50,500,0.23662703353855347,0.20489381317895897,0.23662703353855347,-0.005410510279385904,14.36,24.8
3111,0,27,4,120,10000,0.18949741884816093,0.21499046753959458,0.18949741884816093,0.04999289360774379,10.41,27.9
3112,1,16,2,90,50000,0.13999836033744367,0.13856385898005516,0.13999836033744367,0.04128182509723703,22.08,22.3
3113,0,25,4,10,50,0.18218243123239503,0.18408243346354608,0.18218243123239503,-0.0010821020558771809,36.5,24.8
3114,1,16,2,7,20000,0.18457869973911176,0.18477787899290582,0.18457869973911176,0.0032108086186739917,26.89,22.3
3115,1,5,0,1,200,0.44771503370273924,0.44768603051734035,0.44771503370273924,0.001351005907355301,34.31,12.9
3116,0,2,0,7,1500,0.21879556879135945,0.22151145869728575,0.21879556879135945,0.004185375168955967,48.99,14.7
3117,1,1,0,360,4000,0.20729937379229804,0.3680107387049772,0.20729937379229804,0.32428378220684706,190.16,27.4
3118,1,5,0,100,2000,0.29221257014372765,0.338187037456263,0.29221257014372765,0.1351005907355301,20.41,12.9
3119,1,14,2,20,1500,0.2605454979079552,0.2654752960623081,0.2605454979079552,0.006253231916842032,11.23,14.8
3120,1,0,0,90,4000,0.2719286236341181,0.27542593758468675,0.2719286236341181,0.06059888064701623,10.35,16.5
3121,1,0,0,330,25000,0.28198670987301055,0.17717813605259722,0.28198670987301055,0.22219589570572618,10.47,16.5
3122,1,22,4,7,1500,0.1751965108613693,0.17521997022942445,0.1751965108613693,0.0028236250867004903,16.37,19.8
3123,1,8,1,240,2000,0.2641864170398663,0.24792716317105484,0.2641864170398663,-0.006029957147175769,15.38,28.5
3124,1,14,2,7,100,0.17753662776181015,0.1783881645326209,0.17753662776181015,0.0021886311708947115,20.44,14.8
3125,0,13,2,300,5000,0.36834295739569106,0.4099776822095584,0.36834295739569106,0.007135182898009645,11.15,14.5
3126,1,8,1,7,3000,0.23026440238268633,0.22787676193812367,0.23026440238268633,-0.00017587375012595994,11.49,28.5
3127,1,0,0,40,3000,0.23808033541625184,0.21669856805140628,0.23808033541625184,0.026932835843118327,13.14,16.5
3128,1,16,2,240,2000,0.19054232887006978,0.19769040729050122,0.19054232887006978,0.1100848669259654,24.35,22.3
3129,0,1,0,1,300,0.32650035719345105,0.32474591975552125,0.32650035719345105,0.0009007882839079086,0.0,27.4
3130,0,0,0,660,20000,0.2245262982703046,0.22455084627318095,0.2245262982703046,0.44439179141145235,14.06,16.5
3131,1,0,0,90,25000,0.21991553386500662,0.2173649436908831,0.21991553386500662,0.06059888064701623,14.06,16.5
3132,1,25,4,5,3000,0.0,0.0,0.0,-0.0005410510279385904,0.0,24.8
3133,0,3,0,3,15000,0.2850456773507275,0.28534273194796544,0.2850456773507275,0.0015729734131498438,26.74,22.8
3134,1,17,2,300,15000,0.3438305329562277,0.3594944520802737,0.3438305329562277,0.21558776605992375,12.58,12.0
3135,0,11,1,90,500,0.26112837346090767,0.2731180263574126,0.26112837346090767,0.010989574292586847,13.32,16.3
3136,0,22,4,60,10000,0.16301434169699752,0.1825887506344087,0.16301434169699752,0.024202500743147056,32.57,19.8
3137,0,9,1,40,50,0.43718247791881343,0.41777168718931934,0.43718247791881343,0.05651911544460127,0.0,31.1
3138,1,19,3,1,1500,0.15333933002944944,0.1533486709155231,0.15333933002944944,0.00021754391208827646,26.13,17.6
3139,1,1,0,420,15000,0.2808127631505139,0.32474591975552125,0.2808127631505139,0.3783310792413216,533.91,27.4
3141,1,19,3,600,200,0.12063560112599571,0.18518619603676978,0.12063560112599571,0.13052634725296589,21.56,17.6
3142,0,17,2,30,400,0.38324082396542203,0.3898072910098248,0.38324082396542203,0.021558776605992376,12.58,12.0
3143,0,17,2,360,4000,0.4782373240968121,0.3465491361167663,0.4782373240968121,0.2587053192719085,9.82,12.0
3144,0,7,1,70,3000,0.2334754083846095,0.23051407431303506,0.2334754083846095,0.007840464012068577,23.98,30.6
3145,0,11,1,240,200,0.35955964107939475,0.23020583212882717,0.35955964107939475,0.029305531446898257,13.55,16.3
3146,1,23,4,40,50000,0.2621440693991811,0.290199034209782,0.2621440693991811,0.0012591397686890643,4.16,26.9
3147,1,19,3,50,5000,0.13099134993872874,0.12823328255377076,0.13099134993872874,0.010877195604413822,16.68,17.6
3149,0,13,2,480,4000,0.24121936582082434,0.3757425840645454,0.24121936582082434,0.011416292636815432,12.68,14.5
3150,0,16,2,30,400,0.15085645117375396,0.15223241975159235,0.15085645117375396,0.013760608365745676,25.33,22.3
3152,0,26,4,2,4000,0.2136892814196315,0.219350204370704,0.2136892814196315,0.0010361762974199888,17.8,26.3
3153,1,23,4,660,50,0.28102546024574165,0.26094310412532856,0.28102546024574165,0.02077580618336956,7.49,26.9
3154,0,11,1,2,100,0.2563762410838924,0.256160307368206,0.2563762410838924,0.00024421276205748553,13.32,16.3
3155,1,27,4,330,500,0.17103710880709258,0.1985666125691702,0.17103710880709258,0.13748045742129542,12.14,27.9
3157,0,23,4,720,400,0.33399445855812315,0.2732297379530058,0.33399445855812315,0.022664515836403158,6.36,26.9
3158,0,14,2,180,10000,0.2265860608710036,0.25446780769665533,0.2265860608710036,0.056279087251578284,12.04,14.8
3160,0,20,3,270,3000,0.10963804582940209,0.15516879811005344,0.10963804582940209,0.05714532741260239,22.52,25.1
3163,1,12,2,330,1500,0.2081090080120946,0.19698443951151584,0.2081090080120946,0.0877286678968737,10.84,27.3
3164,1,22,4,600,20000,0.1943472648222143,0.19674615940091936,0.1943472648222143,0.24202500743147057,12.5,19.8
3165,1,14,2,360,2000,0.2060654745593239,0.20709377588047787,0.2060654745593239,0.11255817450315657,21.3,14.8
3166,0,1,0,100,100,0.3285438318571768,0.3525711783237965,0.3285438318571768,0.09007882839079086,741.55,27.4
3167,0,11,1,420,1500,0.25715369481403816,0.29267832140875516,0.25715369481403816,0.051284680032071955,13.32,16.3
3168,1,16,2,360,1500,0.21149050854242638,0.2126313044231191,0.21149050854242638,0.16512730038894813,27.69,22.3
3169,0,15,2,60,3000,0.22583275594200275,0.22312062845615502,0.22583275594200275,0.0011267795710948173,10.38,12.9
3170,0,11,1,6,1000,0.23679561055536272,0.2584440259433862,0.23679561055536272,0.0007326382861724565,13.07,16.3
3171,0,0,0,10,50000,0.251864713862673,0.2510770981269595,0.251864713862673,0.006733208960779582,10.47,16.5
3172,1,9,1,270,10000,0.553474889777793,0.3742093137384436,0.553474889777793,0.38150402925105853,0.0,31.1
3173,1,4,0,330,3000,0.2567394797965466,0.2810099837285296,0.2567394797965466,0.2726963838738249,81.77,31.6
3174,0,18,3,7,200,0.1416377892512067,0.14250532391487125,0.1416377892512067,0.0012353589605800803,21.83,25.1
3175,0,18,3,360,50,0.12919515438509277,0.15100884815702284,0.12919515438509277,0.0635327465441184,18.45,25.1
3176,1,14,2,7,3000,0.2910454514188757,0.2892226838126347,0.2910454514188757,0.0021886311708947115,13.17,14.8
3177,1,0,0,15,300,0.23637131241623957,0.23324728109352258,0.23637131241623957,0.010099813441169373,13.55,16.5
3178,0,24,4,660,20000,0.31352657398324857,0.39766010077542463,0.31352657398324857,-0.2548348418505804,0.0,30.0
3179,1,26,4,7,50,0.21156891450626916,0.20934919444163272,0.21156891450626916,0.0036266170409699604,21.72,26.3
3181,1,5,0,420,50000,0.47864494803760066,0.3539596357924679,0.47864494803760066,0.5674224810892264,45.63,12.9
3183,1,22,4,270,1500,0.2001724176962065,0.1973771281136706,0.2001724176962065,0.10891125334416175,24.77,19.8
3184,0,5,0,330,25000,0.40454659201174226,0.5152054008679358,0.40454659201174226,0.4458319494272493,50.62,12.9
3185,1,7,1,240,4000,0.2816218417703058,0.30540715656018613,0.2816218417703058,0.026881590898520838,65.78,30.6
3186,1,15,2,10,5000,0.2195501671237365,0.21818276565112796,0.2195501671237365,0.00018779659518246956,9.99,12.9
3187,1,19,3,90,20000,0.15279892470783515,0.1534331324955519,0.15279892470783515,0.01957895208794488,25.45,17.6
3188,1,4,0,330,500,0.26205601230086134,0.28240416842439175,0.26205601230086134,0.2726963838738249,81.77,31.6
3189,0,6,1,300,3000,0.21183374652834006,0.25245892631160793,0.21183374652834006,-0.009844040122448165,12.17,29.7
3190,1,20,3,7,15000,0.15820683604649913,0.15995502284179744,0.15820683604649913,0.001481545525511914,23.06,25.1
3191,0,4,0,540,1000,0.17495223041942867,0.3595893833148894,0.17495223041942867,0.4462304463389862,37.58,31.6
3192,1,17,2,70,500,0.3770433456755014,0.35314323677693377,0.3770433456755014,0.05030381208064887,10.45,12.0
3193,1,20,3,600,50000,0.12174585241232487,0.16467688029587044,0.12174585241232487,0.12698961647244977,16.07,25.1
3194,0,10,1,3,25000,0.17705496661170975,0.17876516221784863,0.17705496661170975,-0.0008706274168430134,0.0,30.3
3195,1,8,1,180,3000,0.1514366496038376,0.1523511047280308,0.1514366496038376,-0.004522467860381826,8.45,28.5
3196,1,10,1,100,50000,0.18383323874073773,0.191230953559248,0.18383323874073773,-0.029020913894767113,0.0,30.3
